'name','smiles','inchi','mult','exc_flag','charge'
'AR','[Ar]','InChI=1S/Ar',1,0,0
'N2','N#N','InChI=1S/N2/c1-2',1,0,0
'H2','[H][H]','InChI=1S/H2/h1H',1,0,0
'H','[H]','InChI=1S/H',2,0,0
'O2','[O][O]','InChI=1S/O2/c1-2',3,0,0
'O','[O]','InChI=1S/O',3,0,0
'H2O','O','InChI=1S/H2O/h1H2',1,0,0
'OH','[OH]','InChI=1S/HO/h1H',2,0,0
'OHV','[OH]','InChI=1S/HO/h1H',2,1,0
'H2O2','OO','InChI=1S/H2O2/c1-2/h1-2H',1,0,0
'HO2','[O]O','InChI=1S/HO2/c1-2/h1H',2,0,0
'HOCO','[C](=O)O','InChI=1S/CHO2/c2-1-3/h(H,2,3)',2,0,0
'CO','[C]=O','InChI=1S/CO/c1-2',1,0,0
'CO2','O=C=O','InChI=1S/CO2/c2-1-3',1,0,0
'CH3O2H','COO','InChI=1S/CH4O2/c1-3-2/h2H,1H3',1,0,0
'CH3O2','CO[O]','InChI=1S/CH3O2/c1-3-2/h1H3',2,0,0
'CH2O2H','[CH2]OO','InChI=1S/CH3O2/c1-3-2/h2H,1H2',2,0,0
'CH4','C','InChI=1S/CH4/h1H4',1,0,0
'CH3','[CH3]','InChI=1S/CH3/h1H3',2,0,0
'CH2','[CH2]','InChI=1S/CH2/h1H2',3,0,0
'CH2(S)','[CH2]','InChI=1S/CH2/h1H2',1,0,0
'C','[C]','InChI=1S/C',1,0,0
'CH','[CH]','InChI=1S/CH/h1H',2,0,0
'CHV','[CH]','InChI=1S/CH/h1H',2,1,0
'CH3OH','CO','InChI=1S/CH4O/c1-2/h2H,1H3',1,0,0
'CH3O','C[O]','InChI=1S/CH3O/c1-2/h1H3',2,0,0
'CH2OH','[CH2]O','InChI=1S/CH3O/c1-2/h2H,1H2',2,0,0
'HO2CHO','O=COO','InChI=1S/CH2O3/c2-1-4-3/h1,3H',1,0,0
'HOCH2O2H','OCOO','InChI=1S/CH4O3/c2-1-4-3/h2-3H,1H2',1,0,0
'HOCH2O2','[O]OCO','InChI=1S/CH3O3/c2-1-4-3/h2H,1H2',2,0,0
'OCH2O2H','[O]COO','InChI=1S/CH3O3/c2-1-4-3/h3H,1H2',2,0,0
'HOCH2O','[O]CO','InChI=1S/CH3O2/c2-1-3/h2H,1H2',2,0,0
'O2CHO','[O]OC=O','InChI=1S/CHO3/c2-1-4-3/h1H',2,0,0
'HOCHO','O=CO','InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)',1,0,0
'OCHO','[O]C=O','InChI=1S/CHO2/c2-1-3/h1H',2,0,0
'CH2O','C=O','InChI=1S/CH2O/c1-2/h1H2',1,0,0
'HCO','[CH]=O','InChI=1S/CHO/c1-2/h1H',2,0,0
'HCOH','[CH]O','InChI=1S/CH2O/c1-2/h1-2H',1,0,0
'C3H6O3','C1OCOCO1','InChI=1S/C3H6O3/c1-4-2-6-3-5-1/h1-3H2',1,0,0
'C2H5O2H','CCOO','InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3',1,0,0
'C2H5O2','CCO[O]','InChI=1S/C2H5O2/c1-2-4-3/h2H2,1H3',2,0,0
'C2H6','CC','InChI=1S/C2H6/c1-2/h1-2H3',1,0,0
'C2H5','[CH2]C','InChI=1S/C2H5/c1-2/h1H2,2H3',2,0,0
'CHOCHO','O=CC=O','InChI=1S/C2H2O2/c3-1-2-4/h1-2H',1,0,0
'C2H3OOH','C=COO','InChI=1S/C2H4O2/c1-2-4-3/h2-3H,1H2',1,0,0
'C2H3OO','C=C(O[O])','InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2',2,0,0
'CHCHO','[CH]CO','InChI=1S/C2H2O/c1-2-3/h1-2H',1,0,0
'C2H4','C=C','InChI=1S/C2H4/c1-2/h1-2H2',1,0,0
'C2H3','C=[CH]','InChI=1S/C2H3/c1-2/h1H,2H2',2,0,0
'C2O','[O-]C#[C+]','InChI=1S/C2O/c1-2-3',1,0,0
'C2H2','C#C','InChI=1S/C2H2/c1-2/h1-2H',1,0,0
'C2H','C#[C]','InChI=1S/C2H/c1-2/h1H',2,0,0
'H2CC','[C]=C','InChI=1S/C2H2/c1-2/h1H2',1,0,0
'C2','[C-]#[C+]','InChI=1S/C2/c1-2',1,0,0
'O2C2H4OH','[O]OCCO','InChI=1S/C2H5O3/c3-1-2-5-4/h3H,1-2H2',2,0,0
'C2H4O2H','[CH2]COO','InChI=1S/C2H5O2/c1-2-4-3/h3H,1-2H2',2,0,0
'C2H4O1-2','C1CO1','InChI=1S/C2H4O/c1-2-3-1/h1-2H2',1,0,0
'C2H3O1-2','[CH]1CO1','InChI=1S/C2H3O/c1-2-3-1/h1H,2H2',2,0,0
'C2H5OH','CCO','InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3',1,0,0
'C2H5O','CC[O]','InChI=1S/C2H5O/c1-2-3/h2H2,1H3',2,0,0
'PC2H4OH','[CH2]CO','InChI=1S/C2H5O/c1-2-3/h3H,1-2H2',2,0,0
'SC2H4OH','C[CH]O','InChI=1S/C2H5O/c1-2-3/h2-3H,1H3',2,0,0
'O2CH2CHO','[O]OCC=O','InChI=1S/C2H3O3/c3-1-2-5-4/h1H,2H2',2,0,0
'HO2CH2CO','O=[C]COO','InChI=1S/C2H3O3/c3-1-2-5-4/h4H,2H2',2,0,0
'CH2CO2','[CH2]C([O])=O','InChI=1S/C2H2O2/c1-2(3)4/h1H2',1,0,0
'CH3CHO','CC=O','InChI=1S/C2H4O/c1-2-3/h2H,1H3',1,0,0
'CH3CO','C[C]=O','InChI=1S/C2H3O/c1-2-3/h1H3',2,0,0
'CH2CHO','[CH2]C=O','InChI=1S/C2H3O/c1-2-3/h2H,1H2',2,0,0
'CH2COHCO','OC(=C)[C]=O','InChI=1S/C3H3O2/c1-3(5)2-4/h5H,1H2',2,0,0
'C2H3OH','C=CO','InChI=1S/C2H4O/c1-2-3/h2-3H,1H2',1,0,0
'C2H2OH','OC=[CH]','InChI=1S/C2H3O/c1-2-3/h1-3H',2,0,0
'SC2H2OH','O[C]=C','InChI=1S/C2H3O/c1-2-3/h3H,1H2',2,0,0
'CH2CO','C=C=O','InChI=1S/C2H2O/c1-2-3/h1H2',1,0,0
'HCCO','[CH]=C=O','InChI=1S/C2HO/c1-2-3/h1H',2,0,0
'HCCOH','C#CO','InChI=1S/C2H2O/c1-2-3/h1,3H',1,0,0
'CH2COOH','C=C([O])O','InChI=1S/C2H3O2/c1-2(3)4/h3H,1H2',2,0,0
'CH3CCO','C[C]=C=O','InChI=1S/C3H3O/c1-2-3-4/h1H3',2,0,0
'CH3COH','C[C]CO','InChI=1S/C3H6O/c1-2-3-4/h4H,3H2,1H3',1,0,0
'CH3CO3H','CC(=O)OO','InChI=1S/C2H4O3/c1-2(3)5-4/h4H,1H3',1,0,0
'CH3CO3','CC(=O)O[O]','InChI=1S/C2H3O3/c1-2(3)5-4/h1H3',2,0,0
